site,year,date,time,sample,weight,depth,density,swe,htc
Broad: Sedge Fen,2014,20140304,15:45h,13,140,11,356.2955071,39.19250578,3.392933417
Broad: Sedge Fen,2014,20140304,15:45h,14,124,9,385.7040252,34.71336226,4.859741437
Broad: Sedge Fen,2014,20140304,15:45h,15,122,10,341.5346932,34.15346932,3.429390833
Broad: Sedge Fen,2014,20140304,15:45h,16,132,11,335.9357638,36.95293402,3.016248564
Broad: Sedge Fen,2014,20140304,15:45h,17,120,9,373.2619598,33.59357638,4.551266695
Broad: Sedge Fen,2014,20140304,15:45h,18,152,12,354.5988618,42.55186342,3.080638644
Broad: Sedge Fen,2014,20140304,15:45h,19,140,12,326.6042148,39.19250578,2.613422672
Broad: Sedge Fen,2014,20140304,15:45h,20,142,12,331.2699893,39.75239872,2.688625243
Broad: Sedge Fen,2014,20140304,15:45h,21,124,12,289.2780189,34.71336226,2.050203419
Broad: Sedge Fen,2014,20140304,15:45h,22,138,10,386.3261284,38.63261284,4.387887598
Broad: Sedge Fen,2014,20140304,15:45h,23,120,10,335.9357638,33.59357638,3.31787342
Broad: Sedge Fen,2014,20140304,15:45h,24,98,10,274.3475405,27.43475405,2.212837245
Broad: Sedge Fen,2014,20140304,15:45h,25,142,11,361.3854429,39.75239872,3.490566807
Broad: Sedge Fen,2014,20140304,15:45h,26,100,9,311.0516332,27.99464699,3.160601871
Broad: Sedge Fen,2014,20140304,15:45h,27,102,9,317.2726658,28.55453993,3.288290187
Broad: Sedge Fen,2014,20140304,15:45h,28,85,8,297.4431242,23.79544994,3.251361147
Broad: Sedge Fen,2014,20140304,15:45h,29,90,10,251.9518229,25.19518229,1.866303799
Broad: Sedge Fen,2014,20140304,15:45h,30,94,9,292.3885352,26.31496817,2.792707813
Broad: Sedge Fen,2014,20140304,15:45h,31,86,10,240.7539641,24.07539641,1.704096654
Broad: Sedge Fen,2014,20140304,15:45h,32,118,10,330.3368344,33.03368344,3.208199271
Broad: Sedge Fen,2014,20140304,15:45h,33,138,14,275.9472346,38.63261284,1.599084402
Broad: Shrub,2014,20140304,16:50h,1,850,82,290.1884139,237.9544994,0.301921205
Broad: Shrub,2014,20140304,16:50h,2,990,84,329.9369109,277.1470052,0.381004278
Broad: Shrub,2014,20140304,16:50h,3,700,84,233.2887249,195.9625289,0.190482702
Broad: Shrub,2014,20140304,16:50h,4,820,90,255.0623392,229.5561053,0.21251887
Broad: Shrub,2014,20140304,16:50h,5,1010,96,294.5270152,282.7459346,0.265660123
Broad: Shrub,2014,20140304,16:50h,6,950,96,277.0303608,265.9491464,0.235034076
Broad: Shrub,2014,20140304,16:50h,7,1000,97,288.6046081,279.9464699,0.25245392
Broad: Shrub,2014,20140304,16:50h,8,860,98,245.6673103,240.7539641,0.181057282
Broad: Shrub,2014,20140304,16:50h,9,1420,98,405.6367216,397.5239872,0.49362345
Broad: Shrub,2014,20140304,16:50h,10,1000,98,285.6596631,279.9464699,0.244804329
Broad: Shrub,2014,20140304,16:50h,11,1150,102,315.6259219,321.9384403,0.2871392
Broad: Shrub,2014,20140304,16:50h,12,1120,96,326.6042148,313.5400463,0.326677834
Broad: Shrub,2014,20140304,16:50h,13,1180,100,330.3368344,330.3368344,0.320819927
Broad: Shrub,2014,20140304,16:50h,14,1200,105,319.9388227,335.9357638,0.286610381
Broad: Shrub,2014,20140304,16:50h,15,1180,104,317.6315716,330.3368344,0.285207747
Broad: Shrub,2014,20140304,16:50h,16,1140,106,301.0745053,319.1389756,0.251413983
Broad: Shrub,2014,20140304,16:50h,17,1120,104,301.4808137,313.5400463,0.256940964
Broad: Shrub,2014,20140304,16:50h,18,1060,107,277.3301477,296.7432581,0.211328329
Broad: Shrub,2014,20140304,16:50h,19,1100,102,301.9030557,307.9411169,0.26271337
Broad: Shrub,2014,20140304,16:50h,20,1200,107,313.9586578,335.9357638,0.270837303
Broad: Shrub,2014,20140304,16:50h,21,1180,102,323.8596416,330.3368344,0.302315783
Broad: Shrub,2014,20140304,16:50h,22,1160,103,315.2795195,324.737905,0.283727627
Broad: Shrub,2014,20140304,16:50h,23,1160,102,318.3704951,324.737905,0.292154637
Broad: Shrub,2014,20140304,16:50h,24,1100,98,314.2256294,307.9411169,0.296213239
Broad: Shrub,2014,20140304,16:50h,25,1080,98,308.5124362,302.3421875,0.28553977
Broad: Shrub,2014,20140304,16:50h,26,850,98,242.8107137,237.9544994,0.176871128
Broad: Shrub,2014,20140304,16:50h,27,1100,93,331.1194805,307.9411169,0.34660422
Broad: Shrub,2014,20140304,16:50h,28,1000,93,301.0177095,279.9464699,0.286449768
Broad: Shrub,2014,20140304,16:50h,29,1100,99,311.0516332,307.9411169,0.287327443
Broad: Shrub,2014,20140304,16:50h,30,660,89,207.6007529,184.7646701,0.142368914
Broad: Shrub,2014,20140304,16:50h,31,1180,97,340.5534376,330.3368344,0.351516838
Broad: Shrub,2014,20140304,16:50h,32,1180,106,311.6385231,330.3368344,0.269366597
Broad: Shrub,2014,20140304,16:50h,33,1000,105,266.6156856,279.9464699,0.199034987
Broad: Spruce Forest,2014,20140305,10:50h,1,390,78,139.9732349,109.1791232,0.073848678
Broad: Spruce Forest,2014,20140305,10:50h,2,480,71,189.2595853,134.3743055,0.148321719
Broad: Spruce Forest,2014,20140305,10:50h,3,450,62,203.1869539,125.9759114,0.195770514
Broad: Spruce Forest,2014,20140305,10:50h,4,480,60,223.9571759,134.3743055,0.245768402
Broad: Spruce Forest,2014,20140305,10:50h,5,550,70,219.9579406,153.9705584,0.203202282
Broad: Spruce Forest,2014,20140305,10:50h,6,500,72,194.4072707,139.9732349,0.154326263
Broad: Spruce Forest,2014,20140305,10:50h,7,520,70,207.9602348,145.5721643,0.181639329
Broad: Spruce Forest,2014,20140305,10:50h,8,540,70,215.9587053,151.1710937,0.195880282
Broad: Spruce Forest,2014,20140305,10:50h,9,500,70,199.9617642,139.9732349,0.16793577
Broad: Spruce Forest,2014,20140305,10:50h,10,550,80,192.463198,153.9705584,0.136129654
Broad: Spruce Forest,2014,20140305,10:50h,11,550,72,213.8479978,153.9705584,0.186734779
Broad: Spruce Forest,2014,20140305,10:50h,12,480,72,186.6309799,134.3743055,0.142227084
Broad: Spruce Forest,2014,20140305,10:50h,13,620,76,228.3773833,173.5668113,0.201762255
Broad: Spruce Forest,2014,20140305,10:50h,14,440,73,168.7348586,123.1764467,0.11466585
Broad: Spruce Forest,2014,20140305,10:50h,15,576,63,255.9510582,161.2491666,0.305717739
Broad: Spruce Forest,2014,20140305,10:50h,16,540,67,225.6284981,151.1710937,0.223388305
Broad: Spruce Forest,2014,20140305,10:50h,17,600,70,239.954117,167.9678819,0.241827509
Broad: Spruce Forest,2014,20140305,10:50h,18,480,62,216.7327509,134.3743055,0.22274334
Broad: Spruce Forest,2014,20140305,10:50h,19,550,74,208.0683222,153.9705584,0.171999641
Broad: Spruce Forest,2014,20140305,10:50h,20,610,67,254.8766367,170.7673466,0.285057573
Broad: Spruce Forest,2014,20140305,10:50h,21,400,48,233.2887249,111.9785879,0.333344729
Broad: Spruce Forest,2014,20140305,10:50h,22,600,78,215.3434384,167.9678819,0.174789771
Broad: Spruce Forest,2014,20140305,10:50h,23,480,74,181.5868994,134.3743055,0.131004024
Broad: Spruce Forest,2014,20140305,10:50h,24,450,60,209.9598524,125.9759114,0.216007384
Broad: Spruce Forest,2014,20140305,10:50h,25,570,60,265.9491464,159.5694878,0.346571847
Broad: Spruce Forest,2014,20140305,10:50h,26,550,80,192.463198,153.9705584,0.136129654
Broad: Spruce Forest,2014,20140305,10:50h,27,600,78,215.3434384,167.9678819,0.174789771
Broad: Spruce Forest,2014,20140305,10:50h,28,670,71,264.1748378,187.5641348,0.288982724
Broad: Spruce Forest,2014,20140305,10:50h,29,710,74,268.5972887,198.7619936,0.286628162
Broad: Spruce Forest,2014,20140305,10:50h,30,670,86,218.0978312,187.5641348,0.162611619
Broad: Spruce Forest,2014,20140305,10:50h,31,630,74,238.3328054,176.366276,0.225674901
Broad: Spruce Forest,2014,20140305,10:50h,32,650,73,249.2674047,181.9652054,0.250239264
Broad: Spruce Forest,2014,20140305,10:50h,33,490,60,228.6229504,137.1737702,0.256115422
Mary Lake: Forest,2014,20140302,15:55h,1,620,73,237.7627552,173.5668113,0.227673309
Mary Lake: Forest,2014,20140302,15:55h,2,840,80,293.9437934,235.1550347,0.317530855
Mary Lake: Forest,2014,20140302,15:55h,3,880,77,319.9388227,246.3528935,0.390832337
Mary Lake: Forest,2014,20140302,15:55h,4,650,74,245.8989262,181.9652054,0.240230904
Mary Lake: Forest,2014,20140302,15:55h,5,700,72,272.170179,195.9625289,0.302479476
Mary Lake: Forest,2014,20140302,15:55h,6,600,71,236.5744816,167.9678819,0.231752686
Mary Lake: Forest,2014,20140302,15:55h,7,820,82,279.9464699,229.5561053,0.280985215
Mary Lake: Forest,2014,20140302,15:55h,8,800,84,266.6156856,223.9571759,0.248793733
Mary Lake: Forest,2014,20140302,15:55h,9,800,79,283.4900961,223.9571759,0.299085956
Mary Lake: Forest,2014,20140302,15:55h,10,800,81,276.4903406,223.9571759,0.277473964
Mary Lake: Forest,2014,20140302,15:55h,11,790,74,298.8617719,221.1577112,0.354859425
Mary Lake: Forest,2014,20140302,15:55h,12,650,72,252.729452,181.9652054,0.260811385
Mary Lake: Forest,2014,20140302,15:55h,13,790,81,273.0342114,221.1577112,0.27058047
Mary Lake: Forest,2014,20140302,15:55h,14,750,83,252.9636776,209.9598524,0.226665577
Mary Lake: Forest,2014,20140302,15:55h,15,600,62,270.9159386,167.9678819,0.348036469
Mary Lake: Forest,2014,20140302,15:55h,16,430,43,279.9464699,120.376982,0.535832271
Mary Lake: Forest,2014,20140302,15:55h,17,590,79,209.0739459,165.1684172,0.162674721
Mary Lake: Forest,2014,20140302,15:55h,18,210,48,122.4765806,58.78875867,0.091878141
Mary Lake: Forest,2014,20140302,15:55h,19,380,47,226.339699,106.3796585,0.320457869
Mary Lake: Forest,2014,20140302,15:55h,20,300,50,167.9678819,83.98394096,0.165893671
Mary Lake: Forest,2014,20140302,15:55h,21,800,83,269.8279228,223.9571759,0.257895057
Mary Lake: Forest,2014,20140302,15:55h,22,680,82,232.1507311,190.3635995,0.193229571
Mary Lake: Forest,2014,20140302,15:55h,23,350,78,125.6170057,97.98126445,0.059477075
Mary Lake: Forest,2014,20140302,15:55h,24,700,80,244.9531611,195.9625289,0.220507538
Mary Lake: Forest,2014,20140302,15:55h,25,580,83,195.625244,162.3689525,0.135556089
Mary Lake: Forest,2014,20140302,15:55h,26,720,96,209.9598524,201.5614583,0.135004615
Mary Lake: Forest,2014,20140302,15:55h,27,500,72,194.4072707,139.9732349,0.154326263
Mary Lake: Forest,2014,20140302,15:55h,28,350,58,168.9332146,97.98126445,0.144660323
Mary Lake: Forest,2014,20140302,15:55h,29,500,59,237.2427711,139.9732349,0.280466694
Mary Lake: Forest,2014,20140302,15:55h,30,280,63,124.4206533,78.38501156,0.072242328
Mary Lake: Forest,2014,20140302,15:55h,31,510,60,237.9544994,142.7726996,0.277449485
Mary Lake: Forest,2014,20140302,15:55h,32,210,67,87.74441593,58.78875867,0.033784034
Mary Lake: Forest,2014,20140302,15:55h,33,580,81,200.4554969,162.3689525,0.145847252
Owl: Coastal Beach Ridge,2014,20140302,14:10h,1,50,6,233.2887249,13.99732349,2.666757829
Owl: Coastal Beach Ridge,2014,20140302,14:10h,2,72,7,287.9449404,20.15614583,3.482316126
Owl: Coastal Beach Ridge,2014,20140302,14:10h,3,74,7,295.943411,20.71603877,3.678465106
Owl: Coastal Beach Ridge,2014,20140302,14:10h,4,62,6,289.2780189,17.35668113,4.100406838
Owl: Coastal Beach Ridge,2014,20140302,14:10h,5,84,7,335.9357638,23.51550347,4.739819172
Owl: Coastal Beach Ridge,2014,20140302,14:10h,6,93,8,325.4377712,26.0350217,3.892183053
Owl: Coastal Beach Ridge,2014,20140302,14:10h,7,52,6,242.6202739,14.55721643,2.884365268
Owl: Coastal Beach Ridge,2014,20140302,14:10h,8,59,6,275.2806954,16.51684172,3.713193601
Owl: Coastal Beach Ridge,2014,20140302,14:10h,9,46,6,214.6256269,12.87753761,2.257143826
Owl: Coastal Beach Ridge,2014,20140302,14:10h,10,95,8,332.436433,26.59491464,4.061388837
Owl: Coastal Beach Ridge,2014,20140302,14:10h,11,105,8,367.4297417,29.39437934,4.961419604
Owl: Coastal Beach Ridge,2014,20140302,14:10h,12,84,7,335.9357638,23.51550347,4.739819172
Owl: Coastal Beach Ridge,2014,20140302,14:10h,13,98,8,342.9344256,27.43475405,4.321947744
Owl: Coastal Beach Ridge,2014,20140302,14:10h,14,81,7,323.938058,22.67566406,4.407306347
Owl: Coastal Beach Ridge,2014,20140302,14:10h,15,92,8,321.9384403,25.75507523,3.808930207
Owl: Coastal Beach Ridge,2014,20140302,14:10h,16,38,6,177.2994309,10.63796585,1.540319322
Owl: Coastal Beach Ridge,2014,20140302,14:10h,17,96,8,335.9357638,26.87486111,4.147341775
Owl: Coastal Beach Ridge,2014,20140302,14:10h,18,48,5,268.7486111,13.43743055,4.246877978
Owl: Coastal Beach Ridge,2014,20140302,14:10h,19,57,6,265.9491464,15.95694878,3.465718474
Owl: Coastal Beach Ridge,2014,20140302,14:10h,20,73,7,291.9441757,20.4360923,3.579718873
Owl: Coastal Beach Ridge,2014,20140302,14:10h,21,112,9,348.3778292,31.35400463,3.964658987
Owl: Coastal Beach Ridge,2014,20140302,14:10h,22,130,10,363.9304108,36.39304108,3.893893111
Owl: Coastal Beach Ridge,2014,20140302,14:10h,23,114,9,354.5988618,31.91389756,4.107518192
Owl: Coastal Beach Ridge,2014,20140302,14:10h,24,135,9,419.9197048,37.79277343,5.76019691
Owl: Coastal Beach Ridge,2014,20140302,14:10h,25,145,10,405.9223813,40.59223813,4.844325602
Owl: Coastal Beach Ridge,2014,20140302,14:10h,26,145,10,405.9223813,40.59223813,4.844325602
Owl: Coastal Beach Ridge,2014,20140302,14:10h,27,150,11,381.7451862,41.99197048,3.894949075
Owl: Coastal Beach Ridge,2014,20140302,14:10h,28,105,8,367.4297417,29.39437934,4.961419604
Owl: Coastal Beach Ridge,2014,20140302,14:10h,29,120,9,373.2619598,33.59357638,4.551266695
Owl: Coastal Beach Ridge,2014,20140302,14:10h,30,120,9,373.2619598,33.59357638,4.551266695
Owl: Coastal Beach Ridge,2014,20140302,14:10h,31,130,10,363.9304108,36.39304108,3.893893111
Owl: Coastal Beach Ridge,2014,20140302,14:10h,32,110,9,342.1567965,30.79411169,3.824328264
Owl: Coastal Beach Ridge,2014,20140302,14:10h,33,110,9,342.1567965,30.79411169,3.824328264
Owl: Coastal Fen,2014,20140302,13:15h,1,420,58,62.74662256,36.39304108,0.01995722
Owl: Coastal Fen,2014,20140302,13:15h,2,520,60,51.32351948,30.79411169,0.012907108
Owl: Coastal Fen,2014,20140302,13:15h,3,240,61,50.4821503,30.79411169,0.012282681
Owl: Coastal Fen,2014,20140302,13:15h,4,220,66,178.1477536,117.5775173,0.141372226
Owl: Coastal Fen,2014,20140302,13:15h,5,350,66,220.5638854,145.5721643,0.216706632
Owl: Coastal Fen,2014,20140302,13:15h,6,580,66,101.7987163,67.18715277,0.046162359
Owl: Coastal Fen,2014,20140302,13:15h,7,200,72,85.53919913,61.58822337,0.029877565
Owl: Coastal Fen,2014,20140302,13:15h,8,600,70,139.9732349,97.98126445,0.082288527
Owl: Coastal Fen,2014,20140302,13:15h,9,620,73,222.4232226,162.3689525,0.19924376
Owl: Coastal Fen,2014,20140302,13:15h,10,650,72,77.7629083,55.98929397,0.024692202
Owl: Coastal Fen,2014,20140302,13:15h,11,790,75,223.9571759,167.9678819,0.196614721
Owl: Coastal Fen,2014,20140302,13:15h,12,610,70,247.9525876,173.5668113,0.25821804
Owl: Coastal Fen,2014,20140302,13:15h,13,600,62,293.4922668,181.9652054,0.408459467
Owl: Coastal Fen,2014,20140302,13:15h,14,500,62,356.7059858,221.1577112,0.603359889
Owl: Coastal Fen,2014,20140302,13:15h,15,495,63,271.0592803,170.7673466,0.342874623
Owl: Coastal Fen,2014,20140302,13:15h,16,490,56,299.9426463,167.9678819,0.472319353
Owl: Coastal Fen,2014,20140302,13:15h,17,490,56,249.9522052,139.9732349,0.327999551
Owl: Coastal Fen,2014,20140302,13:15h,18,340,50,277.1470052,138.5735026,0.451645519
Owl: Coastal Fen,2014,20140302,13:15h,19,520,54,254.0255004,137.1737702,0.35132431
Owl: Coastal Fen,2014,20140302,13:15h,20,580,56,244.9531611,137.1737702,0.315010769
Owl: Coastal Fen,2014,20140302,13:15h,21,540,54,176.2625921,95.18179975,0.16915073
Owl: Coastal Fen,2014,20140302,13:15h,22,380,53,274.664461,145.5721643,0.418481631
Owl: Coastal Fen,2014,20140302,13:15h,23,610,60,270.6149209,162.3689525,0.358838933
Owl: Coastal Fen,2014,20140302,13:15h,24,500,64,236.204834,151.1710937,0.256297824
Owl: Coastal Fen,2014,20140302,13:15h,25,500,62,171.5800944,106.3796585,0.139601295
Owl: Coastal Fen,2014,20140302,13:15h,26,480,60,284.6122444,170.7673466,0.396920235
Owl: Coastal Fen,2014,20140302,13:15h,27,600,64,218.7081796,139.9732349,0.219734074
Owl: Coastal Fen,2014,20140302,13:15h,28,700,67,208.915276,139.9732349,0.191519466
Owl: Coastal Fen,2014,20140302,13:15h,29,580,72,186.6309799,134.3743055,0.142227084
Owl: Coastal Fen,2014,20140302,13:15h,30,700,70,239.954117,167.9678819,0.241827509
Owl: Coastal Fen,2014,20140302,13:15h,31,700,71,276.0035618,195.9625289,0.315441156
Owl: Coastal Fen,2014,20140302,13:15h,32,580,62,261.8854073,162.3689525,0.325220745
Owl: Coastal Fen,2014,20140302,13:15h,33,540,63,311.0516332,195.9625289,0.451514553
Owl: Spruce Forest,2014,20140302,12:10h,1,340,48,198.2954162,95.18179975,0.240841566
Owl: Spruce Forest,2014,20140302,12:10h,2,320,50,179.1657407,89.58287036,0.188750132
Owl: Spruce Forest,2014,20140302,12:10h,3,360,54,186.6309799,100.7807292,0.189636112
Owl: Spruce Forest,2014,20140302,12:10h,4,400,57,196.4536631,111.9785879,0.199064005
Owl: Spruce Forest,2014,20140302,12:10h,5,470,62,212.2174852,131.5748408,0.213559044
Owl: Spruce Forest,2014,20140302,12:10h,6,440,56,219.9579406,123.1764467,0.254002852
Owl: Spruce Forest,2014,20140302,12:10h,7,490,55,249.406855,137.1737702,0.332507475
Owl: Spruce Forest,2014,20140302,12:10h,8,460,50,257.5507523,128.7753761,0.390034453
Owl: Spruce Forest,2014,20140302,12:10h,9,480,65,206.7297008,134.3743055,0.193303504
Owl: Spruce Forest,2014,20140302,12:10h,10,260,41,177.5270297,72.78608217,0.225991678
Owl: Spruce Forest,2014,20140302,12:10h,11,240,38,176.8082968,67.18715277,0.241862766
Owl: Spruce Forest,2014,20140302,12:10h,12,230,33,195.1142063,64.38768807,0.339165113
Owl: Spruce Forest,2014,20140302,12:10h,13,500,60,233.2887249,139.9732349,0.266675783
Owl: Spruce Forest,2014,20140302,12:10h,14,340,56,169.9674996,95.18179975,0.151666992
Owl: Spruce Forest,2014,20140302,12:10h,15,360,49,205.6749575,100.7807292,0.253813129
Owl: Spruce Forest,2014,20140302,12:10h,16,340,49,194.2485709,95.18179975,0.226395044
Owl: Spruce Forest,2014,20140302,12:10h,17,420,56,209.9598524,117.5775173,0.231436483
Owl: Spruce Forest,2014,20140302,12:10h,18,480,53,190.1523192,100.7807292,0.200574036
Owl: Spruce Forest,2014,20140302,12:10h,19,530,62,153.5190319,95.18179975,0.111758377
Owl: Spruce Forest,2014,20140302,12:10h,20,530,63,186.6309799,117.5775173,0.162545239
Owl: Spruce Forest,2014,20140302,12:10h,21,620,70,191.9632936,134.3743055,0.154769606
Owl: Spruce Forest,2014,20140302,12:10h,22,600,71,208.9741254,148.371629,0.180831471
Owl: Spruce Forest,2014,20140302,12:10h,23,650,78,190.2200372,148.371629,0.136384574
Owl: Spruce Forest,2014,20140302,12:10h,24,630,76,228.3773833,173.5668113,0.201762255
Owl: Spruce Forest,2014,20140302,12:10h,25,340,58,289.5997964,167.9678819,0.425124213
Owl: Spruce Forest,2014,20140302,12:10h,26,550,75,242.6202739,181.9652054,0.230749221
Owl: Spruce Forest,2014,20140302,12:10h,27,550,74,238.3328054,176.366276,0.225674901
Owl: Spruce Forest,2014,20140302,12:10h,28,500,66,144.2148481,95.18179975,0.092645291
Owl: Spruce Forest,2014,20140302,12:10h,29,520,70,219.9579406,153.9705584,0.203202282
Owl: Spruce Forest,2014,20140302,12:10h,30,490,63,244.3977118,153.9705584,0.278741127
Owl: Spruce Forest,2014,20140302,12:10h,31,240,56,249.9522052,139.9732349,0.327999551
Owl: Spruce Forest,2014,20140302,12:10h,32,380,58,250.9864902,145.5721643,0.31931552
Owl: Spruce Forest,2014,20140302,12:10h,33,410,60,228.6229504,137.1737702,0.256115422
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,1,140,12,326.6042148,39.19250578,2.613422672
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,2,250,26,269.1792979,69.98661747,0.819327053
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,3,210,22,267.2216303,58.78875867,0.954262523
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,4,190,17,312.8813487,53.18982927,1.693003122
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,5,150,16,262.4498155,41.99197048,1.265668266
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,6,280,26,301.4808137,78.38501156,1.027763855
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,7,275,30,256.6175974,76.98527921,0.645355395
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,8,200,19,294.6804946,55.98929397,1.343682032
Roberge Lake: Peat Plateau - Ice Wedge,2014,20140302,09:30h,9,150,14,299.9426463,41.99197048,1.889277412
